2628969.5 , ---------------------
2629969.3 , SENSOR 2
2630963.4 , window_factor 7.63
2631973.6 , sensitivity: high
3153567.0 , target (240000) , 234375.00
3157557.3 , threshold (100000) , 93750.00
3157557.3 , 
3431821.5 , SENSOR 1
3432820.8 , window_factor 7.63
3432820.8 , sensitivity: high
3956418.5 , target (240000) , 234375.00
3957420.0 , threshold (100000) , 93750.00
3957420.0 , 
4234687.6 , Sensor, Temp , F_sens , F_ref, Rech_Count
4238666.6 , 1 , 79 , 85571 , 75553 , 10000000
4239662.5 , 2 , 82 , 92926 , 70854 , 10000000
4240659.8 , Read all registers sensor 7
4243650.5 , 0x00,0x01,0x02,0x03,0x04,0x05,0x06,0x07,0x08,0x09,0x0A,0x0B,0x0C,0x0D,0x0E,0x0F,0x10,0x11,0x12,0x13,0x14
4247641.9 , 79,128,0,175,38,0,208,43,0,30,12,205,121,68,6,0,122,0,0,129,0,
4248639.8 , Read all registers sensor 8
4251658.1 , 0x00,0x01,0x02,0x03,0x04,0x05,0x06,0x07,0x08,0x09,0x0A,0x0B,0x0C,0x0D,0x0E,0x0F,0x10,0x11,0x12,0x13,0x14
4255621.0 , 82,128,0,71,36,0,148,47,0,30,12,205,121,68,6,0,0,0,0,129,0,
4257618.4 , 1 , 79 , 85571 , 75553 , 10000000
4260609.1 , 2 , 82 , 92926 , 70854 , 10000000
4533902.6 , measurement loop running
4534873.0 , 1 , 79 , 87730 , 75553 , 10000000
4536932.9 , 2 , 82 , 94299 , 70854 , 10000000
4812130.4 , measurement loop running
4814126.4 , 1 , 79 , 89866 , 75553 , 10000000
4815124.2 , 2 , 82 , 95664 , 70854 , 10000000
5090386.1 , measurement loop running
5092381.1 , 1 , 79 , 91957 , 75553 , 10000000
5093381.1 , 2 , 82 , 96954 , 70854 , 10000000
5369641.3 , measurement loop running
5370639.5 , 1 , 79 , 94017 , 75553 , 10000000
5371637.2 , 2 , 82 , 98236 , 70854 , 10000000
5647895.3 , measurement loop running
5648895.7 , 1 , 79 , 96008 , 75553 , 10000000
5650887.9 , 2 , 82 , 100196 , 70854 , 10000000
5926151.9 , measurement loop running
5927154.4 , 1 , 79 , 98999 , 75553 , 10000000
5929144.1 , 2 , 82 , 101425 , 70854 , 10000000
6204408.7 , measurement loop running
6206405.1 , 1 , 80 , 100921 , 75553 , 10000000
6208399.0 , 2 , 82 , 102645 , 70854 , 10000000
6483660.9 , measurement loop running
